key,group,canonical_ids,expanded_count,candidate_count,audit_status,priority,finding
"tests/ux/features/classic/compose/theme-tint.feature:17","classic-compose","@ux-theme-002","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:30","classic-compose","@ux-theme-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:41","classic-compose","@ux-theme-004","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:48","classic-compose","@ux-theme-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:56","classic-compose","@ux-theme-006","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:68","classic-compose","@ux-theme-007","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:78","classic-compose","@ux-theme-008","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:86","classic-compose","@ux-theme-009","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:96","classic-compose","@ux-theme-010","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:102","classic-compose","@ux-theme-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:109","classic-compose","@ux-theme-012","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:117","classic-compose","@ux-theme-013","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:127","classic-compose","@ux-theme-014","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/theme-tint.feature:135","classic-compose","@ux-theme-015","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/thoughts-panel.feature:6","classic-compose","@ux-thoughts-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/thoughts-panel.feature:13","classic-compose","@ux-thoughts-002","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/thoughts-panel.feature:19","classic-compose","@ux-thoughts-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/thoughts-panel.feature:27","classic-compose","@ux-thoughts-004","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/compose/thoughts-panel.feature:34","classic-compose","@ux-thoughts-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/editor/editor-stability.feature:14","classic-editor-media","@ux-editor-001","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/editor/editor-stability.feature:22","classic-editor-media","@ux-editor-002","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/editor/editor-stability.feature:30","classic-editor-media","@ux-editor-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/editor/editor-stability.feature:40","classic-editor-media","@ux-editor-004","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/editor/editor-stability.feature:49","classic-editor-media","@ux-editor-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/pwa-manifest.feature:7","classic-sessions-mobile","@ux-pwa-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/pwa-manifest.feature:14","classic-sessions-mobile","@ux-pwa-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/pwa-manifest.feature:21","classic-sessions-mobile","@ux-pwa-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/pwa-manifest.feature:27","classic-sessions-mobile","@ux-pwa-004","4","0","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/pwa-manifest.feature:42","classic-sessions-mobile","@ux-pwa-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/pwa-manifest.feature:50","classic-sessions-mobile","@ux-pwa-006","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/swipe-independence.feature:7","classic-sessions-mobile","@ux-mobile-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/swipe-independence.feature:15","classic-sessions-mobile","@ux-mobile-002","7","1","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/swipe-independence.feature:31","classic-sessions-mobile","@ux-mobile-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/swipe-independence.feature:38","classic-sessions-mobile","@ux-mobile-004","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/swipe-independence.feature:46","classic-sessions-mobile","@ux-mobile-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/mobile/swipe-independence.feature:52","classic-sessions-mobile","@ux-mobile-006","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:12","classic-editor-media","@ux-terminal-001","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:20","classic-editor-media","@ux-terminal-002","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:28","classic-editor-media","@ux-terminal-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:35","classic-editor-media","@ux-terminal-004","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:43","classic-editor-media","@ux-terminal-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:50","classic-editor-media","@ux-terminal-006","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:57","classic-editor-media","@ux-terminal-007","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:70","classic-editor-media","@ux-terminal-008","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:79","classic-editor-media","@ux-terminal-009","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:87","classic-editor-media","@ux-terminal-010","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:98","classic-editor-media","@ux-terminal-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:107","classic-editor-media","@ux-terminal-012","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:119","classic-editor-media","@ux-terminal-013","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:127","classic-editor-media","@ux-terminal-014","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:135","classic-editor-media","@ux-terminal-015","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:144","classic-editor-media","@ux-terminal-016","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/panes/terminal.feature:152","classic-editor-media","@ux-terminal-017","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/sessions/session-switching.feature:6","classic-sessions-mobile","@ux-session-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/sessions/session-switching.feature:14","classic-sessions-mobile","@ux-session-002","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/sessions/session-switching.feature:21","classic-sessions-mobile","@ux-session-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/sessions/session-switching.feature:28","classic-sessions-mobile","@ux-session-004","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/sessions/session-switching.feature:36","classic-sessions-mobile","@ux-session-005","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/sessions/session-switching.feature:44","classic-sessions-mobile","@ux-session-006","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-dialog.feature:11","classic-auth-settings","@ux-settings-dialog-001","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-dialog.feature:18","classic-auth-settings","@ux-settings-dialog-002","1","3","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-dialog.feature:27","classic-auth-settings","@ux-settings-dialog-003","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-dialog.feature:35","classic-auth-settings","@ux-settings-dialog-004","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-dialog.feature:43","classic-auth-settings","@ux-settings-dialog-005","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-layering.feature:11","classic-auth-settings","@ux-settings-layering-001","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-layering.feature:19","classic-auth-settings","@ux-settings-layering-002","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-layering.feature:28","classic-auth-settings","@ux-settings-layering-003","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/settings/settings-layering.feature:35","classic-auth-settings","@ux-settings-layering-004","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:13","classic-editor-media","@ux-timeline-001","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:22","classic-editor-media","@ux-timeline-002","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:30","classic-editor-media","@ux-timeline-003","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:40","classic-editor-media","@ux-timeline-004","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:49","classic-editor-media","@ux-timeline-005","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:57","classic-editor-media","@ux-timeline-006","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:66","classic-editor-media","@ux-timeline-007","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:79","classic-editor-media","@ux-timeline-008","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:86","classic-editor-media","@ux-timeline-009","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:95","classic-editor-media","@ux-timeline-010","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:102","classic-editor-media","@ux-timeline-011","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/annotation-highlights.feature:110","classic-editor-media","@ux-timeline-012","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/lightbox-dismissal.feature:12","classic-editor-media","@ux-timeline-013","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/lightbox-dismissal.feature:20","classic-editor-media","@ux-timeline-014","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/lightbox-dismissal.feature:27","classic-editor-media","@ux-timeline-015","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/lightbox-dismissal.feature:34","classic-editor-media","@ux-timeline-016","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/message-deletion.feature:12","classic-editor-media","@ux-timeline-017","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/message-deletion.feature:21","classic-editor-media","@ux-timeline-018","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/message-deletion.feature:30","classic-editor-media","@ux-timeline-019","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/message-deletion.feature:38","classic-editor-media","@ux-timeline-020","1","1","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/message-deletion.feature:45","classic-editor-media","@ux-timeline-021","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/message-deletion.feature:55","classic-editor-media","@ux-timeline-022","1","0","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/rendering.feature:11","classic-editor-media","@ux-timeline-023","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/rendering.feature:18","classic-editor-media","@ux-timeline-024","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/rendering.feature:26","classic-editor-media","@ux-timeline-025","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/rendering.feature:34","classic-editor-media","@ux-timeline-026","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/rendering.feature:41","classic-editor-media","@ux-timeline-027","1","2","awaiting-clause-audit","",""
"tests/ux/features/classic/timeline/rendering.feature:49","classic-editor-media","@ux-timeline-028","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:15","shared","@shared-1|@shared-2","2","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:31","shared","@shared-3","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:41","shared","@shared-4","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:57","shared","@shared-5|@shared-6|@shared-7|@shared-8|@shared-9|@shared-10|@shared-11","7","4","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:74","shared","@shared-12","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:81","shared","@shared-13|@shared-14|@shared-15","3","5","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:96","shared","@shared-16","1","1","oracle-conflict","P0","Shared16 requires draft preservation, but shipped Piclaw slash insertion replaces it. This is destructive; choose versioned compatibility policy before changing Gi."
"tests/ux/features/shared-canonical-ux.feature:105","shared","@shared-17","1","1","oracle-conflict","P1","Shared17 skill prefill preserves draft; shipped /model command replaces. Skill-specific behavior needs separate oracle proof; cannot generalize command probe."
"tests/ux/features/shared-canonical-ux.feature:117","shared","@shared-18|@shared-19","2","0","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:131","shared","@shared-20","1","0","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:141","shared","@shared-21","1","0","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:150","shared","@shared-22","1","0","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:160","shared","@shared-23|@shared-24","2","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:175","shared","@shared-25","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:182","shared","@shared-26","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:188","shared","@shared-27","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:196","shared","@shared-28","1","4","oracle-conflict","P0","Shared28 protects concurrent draft/media before delete; shipped Piclaw return replaces text. Gi stronger safety contract differs from oracle. Do not drop data without explicit decision."
"tests/ux/features/shared-canonical-ux.feature:206","shared","@shared-29","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:214","shared","@shared-30","1","5","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:226","shared","@shared-31|@shared-32","2","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:241","shared","@shared-33|@shared-34","2","3","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:258","shared","@shared-35","1","3","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:269","shared","@shared-36","1","3","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:279","shared","@shared-37","1","3","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:292","shared","@shared-38","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:303","shared","@shared-39","1","2","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:311","shared","@shared-40","1","1","awaiting-clause-audit","",""
"tests/ux/features/shared-canonical-ux.feature:326","shared","@shared-41","1","1","oracle-conflict","P1","Current Piclaw safe fence uses data-URL img, not inline privileged SVG; unsafe elements cause source fallback rather than sanitized rendering. Needs separately versioned contract."
"tests/ux/features/shared-canonical-ux.feature:336","shared","@shared-42","1","2","awaiting-clause-audit","",""
